repository,issue_creator,author,number,title,state,createdAt
avde-task-1,avde,avde,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-04T16:29:37Z
didriku-task-1,didriku,didriku,8,Final fix (hopefully),CLOSED,2025-09-04T19:47:12Z
didriku-task-1,didriku,didriku,7,"Removing test ""Hello"" from src",CLOSED,2025-09-04T15:30:15Z
didriku-task-1,didriku,didriku,6,Spelling in README.md,CLOSED,2025-09-02T18:18:03Z
didriku-task-1,didriku,didriku,5,Exercise 1.5 -- Average,CLOSED,2025-09-02T18:07:56Z
didriku-task-1,didriku,didriku,4,Exercise 1.4 -- Difference,CLOSED,2025-09-02T18:02:55Z
didriku-task-1,didriku,didriku,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T16:51:52Z
didriku-task-1,didriku,didriku,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T16:50:11Z
didriku-task-1,didriku,didriku,1,Warmup 1 & Code from OLI Torus,CLOSED,2025-09-02T16:46:05Z
alwinwn-task-1,alwinwn,alwinwn,1,The Plan,CLOSED,2025-09-03T19:15:50Z
sibelli-task-1,sibelli,sibelli,5,Exercise 1.5 -- Average,CLOSED,2025-09-03T14:25:55Z
sibelli-task-1,sibelli,sibelli,4,Exercise 1.4 -- Difference,CLOSED,2025-09-03T13:58:11Z
sibelli-task-1,sibelli,sibelli,3,Exercise 1.3 -- Sum,CLOSED,2025-09-03T13:46:04Z
sibelli-task-1,sibelli,sibelli,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T12:34:35Z
sibelli-task-1,sibelli,sibelli,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T12:24:24Z
vbit-task-1,vbit,vbit,6,Exercise 1.5 -- Average,CLOSED,2025-09-04T11:22:12Z
vbit-task-1,vbit,vbit,5,Exercise 1.4 -- Difference,CLOSED,2025-09-04T11:17:13Z
vbit-task-1,vbit,vbit,4,Exercise 1.3 -- Sum,CLOSED,2025-09-04T11:12:36Z
vbit-task-1,vbit,vbit,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T10:55:58Z
vbit-task-1,vbit,vbit,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-04T10:37:53Z
vbit-task-1,vbit,vbit,1,Task 1: My first issue,CLOSED,2025-09-04T10:37:22Z
jensfoc-task-1,jensfoc,jensfoc,6,Exercise 1.5 -- Average,CLOSED,2025-09-04T09:06:36Z
jensfoc-task-1,jensfoc,jensfoc,5,Exercise 1.4 -- Difference,CLOSED,2025-09-04T08:51:15Z
jensfoc-task-1,jensfoc,jensfoc,4,Exercise 1.3 -- Sum,CLOSED,2025-09-04T07:45:54Z
jensfoc-task-1,jensfoc,jensfoc,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T07:39:53Z
jensfoc-task-1,jensfoc,jensfoc,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-04T07:39:24Z
jensfoc-task-1,jensfoc,jensfoc,1,Task 1: My first issue,CLOSED,2025-09-03T15:58:55Z
kimnor-task-1,kimnor,kimnor,7,controll check before app release that git is pushed #8 ,CLOSED,2025-09-03T14:41:36Z
kimnor-task-1,kimnor,kimnor,6,fix #6 Implement feature Average according to specification 1.4,CLOSED,2025-09-03T14:40:30Z
kimnor-task-1,kimnor,kimnor,5,fix #5 Implement  Differens feature according to 2.4 specification,CLOSED,2025-09-03T14:39:46Z
kimnor-task-1,kimnor,kimnor,4,fix #4   Implement feature Sum according to specification 1.2,CLOSED,2025-09-03T14:38:37Z
kimnor-task-1,kimnor,kimnor,3,fix #3 Excersize 1.2 add feature Arithmetic.java,CLOSED,2025-09-03T14:24:02Z
kimnor-task-1,kimnor,kimnor,2,fix #2. Add feature Arithmetic.java as described in specification 1.2,CLOSED,2025-09-03T14:19:04Z
kimnor-task-1,kimnor,kimnor,1,fix #1 . Add new info in  Q/A page (Warmup 1 ),CLOSED,2025-09-03T14:15:04Z
wekl-task-1,wekl,wekl,5,Exercise 1.5 -- Average,CLOSED,2025-09-02T14:57:18Z
wekl-task-1,wekl,wekl,4,Exercise 1.4 -- Difference,CLOSED,2025-09-02T14:49:16Z
wekl-task-1,wekl,wekl,3,Exercise 1.3 -- Sum,CLOSED,2025-09-02T14:43:11Z
wekl-task-1,wekl,wekl,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T13:53:34Z
wekl-task-1,wekl,wekl,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T13:45:22Z
sohw-task-1,sohw,sohw,6,lägg till kommentarer,CLOSED,2025-09-04T08:01:48Z
sohw-task-1,sohw,sohw,5,Exercise 1.5 -- Average,CLOSED,2025-09-04T07:50:32Z
sohw-task-1,sohw,sohw,4,Exercise 1.4 -- Difference,CLOSED,2025-09-04T07:42:59Z
sohw-task-1,sohw,sohw,3,Exercise 1.3 -- Sum,CLOSED,2025-09-04T07:31:00Z
sohw-task-1,sohw,sohw,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T07:22:38Z
sohw-task-1,sohw,sohw,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T16:49:40Z
zixuanli-task-1,zixuanli,zixuanli,1,Exercise ,CLOSED,2025-09-03T10:15:22Z
filipron-task-1,filipron,filipron,3,Exercise 1.5 -- Average,CLOSED,2025-09-03T08:19:14Z
filipron-task-1,filipron,filipron,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T19:12:01Z
filipron-task-1,filipron,filipron,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T18:58:44Z
bishrelt-task-1,bishrelt,bishrelt,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T13:26:34Z
bishrelt-task-1,bishrelt,bishrelt,1,Plan,OPEN,2025-09-04T08:34:45Z
mblomst-task-1,mblomst,mblomst,1,Issue,CLOSED,2025-09-04T23:03:18Z
akehurst-task-1,akehurst,akehurst,1,task-1,CLOSED,2025-09-03T13:23:54Z
akanksh-task-1,akanksh,akanksh,5,Exercise 1.5 -- Average,CLOSED,2025-09-04T08:39:28Z
akanksh-task-1,akanksh,akanksh,4,Exercise 1.4 -- Difference,CLOSED,2025-09-04T08:39:21Z
akanksh-task-1,akanksh,akanksh,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T08:39:04Z
akanksh-task-1,akanksh,akanksh,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-04T08:38:50Z
akanksh-task-1,akanksh,akanksh,1,Exercise 1.3 -- Sum,CLOSED,2025-09-04T08:38:15Z
rufusc-task-1,rufusc,rufusc,3,Exercise 1.4 -- Difference,CLOSED,2025-09-03T20:33:30Z
rufusc-task-1,rufusc,rufusc,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T20:20:29Z
rufusc-task-1,rufusc,rufusc,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T20:10:00Z
axelahm-task-1,axelahm,axelahm,8,Task 1 Error: summary of error here,OPEN,2025-09-03T09:05:11Z
axelahm-task-1,axelahm,axelahm,7,Exercise 1.5 -- Average,CLOSED,2025-09-03T05:58:50Z
axelahm-task-1,axelahm,axelahm,6,Exercise 1.4 -- Difference,CLOSED,2025-09-03T05:58:38Z
axelahm-task-1,axelahm,axelahm,5,Exercise 1.3 -- Sum,CLOSED,2025-09-03T05:58:22Z
axelahm-task-1,axelahm,axelahm,4,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T05:58:10Z
axelahm-task-1,axelahm,axelahm,3,Push the Warmup exercise,CLOSED,2025-09-02T18:13:33Z
axelahm-task-1,axelahm,axelahm,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T18:06:10Z
axelahm-task-1,axelahm,axelahm,1,Task 1: My first issue,CLOSED,2025-09-02T18:03:01Z
arst-task-1,arst,arst,6,Mistake from exercise 1.4,CLOSED,2025-09-03T18:13:44Z
arst-task-1,arst,arst,5,Exercise 1.5 -- Average,CLOSED,2025-09-03T18:07:35Z
arst-task-1,arst,arst,4,Exercise 1.4 -- Difference,CLOSED,2025-09-03T18:00:47Z
arst-task-1,arst,arst,3,Exercise 1.3 -- Sum,CLOSED,2025-09-03T15:17:08Z
arst-task-1,arst,arst,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T15:11:52Z
arst-task-1,arst,arst,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T15:06:45Z
visf-task-1,visf,visf,1,1.1-1.5,CLOSED,2025-09-02T12:17:51Z
mbjors-task-1,mbjors,mbjors,3,Exercise 1.5 -- Average,CLOSED,2025-09-03T08:34:55Z
mbjors-task-1,mbjors,mbjors,2,"Exercise 1.2, 1.3, 1.4 -- Simple arithmetic, sum and difference.",CLOSED,2025-09-02T16:11:50Z
mbjors-task-1,mbjors,mbjors,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T16:06:33Z
yloh-task-1,yloh,yloh,5,Exercise 1.5 -- Average,CLOSED,2025-09-03T14:08:59Z
yloh-task-1,yloh,yloh,4,Exercise 1.4 -- Difference,CLOSED,2025-09-03T14:08:22Z
yloh-task-1,yloh,yloh,3,Exercise 1.3 -- Sum,CLOSED,2025-09-03T14:07:59Z
yloh-task-1,yloh,yloh,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T09:17:46Z
yloh-task-1,yloh,yloh,1,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T09:16:48Z
ponord-task-1,ponord,ponord,5,Exercise 1.5 -- Average,CLOSED,2025-09-02T19:45:47Z
ponord-task-1,ponord,ponord,4,Exercise 1.4 -- Difference,CLOSED,2025-09-02T19:18:49Z
ponord-task-1,ponord,ponord,3,Exercise 1.3 -- Sum,CLOSED,2025-09-02T19:03:39Z
ponord-task-1,ponord,ponord,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T18:36:24Z
ponord-task-1,ponord,ponord,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T18:14:06Z
jonaskvi-task-1,jonaskvi,jonaskvi,6,Exercise 1.5 -- Average,CLOSED,2025-09-02T09:07:58Z
jonaskvi-task-1,jonaskvi,jonaskvi,5,Exercise 1.4 -- Difference,CLOSED,2025-09-02T09:05:26Z
jonaskvi-task-1,jonaskvi,jonaskvi,4,Exercise 1.3 -- Sum,CLOSED,2025-09-02T08:37:10Z
jonaskvi-task-1,jonaskvi,jonaskvi,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T08:23:40Z
jonaskvi-task-1,jonaskvi,jonaskvi,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T07:38:57Z
jonaskvi-task-1,jonaskvi,jonaskvi,1,Task 1: My first issue,CLOSED,2025-09-02T07:38:37Z
catyde-task-1,catyde,catyde,5,Exercise 1.5 -- Average,CLOSED,2025-09-02T19:38:07Z
catyde-task-1,catyde,catyde,4,Exercise 1.4 -- Difference,CLOSED,2025-09-02T19:37:56Z
catyde-task-1,catyde,catyde,3,Exercise 1.3 -- Sum,CLOSED,2025-09-02T19:37:45Z
catyde-task-1,catyde,catyde,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T19:37:29Z
catyde-task-1,catyde,catyde,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T19:37:20Z
erikrom-task-1,erikrom,erikrom,5,Exercise 1.5 -- Average,CLOSED,2025-09-02T17:33:27Z
erikrom-task-1,erikrom,erikrom,4,Exercise 1.4 -- Difference,CLOSED,2025-09-02T17:24:24Z
erikrom-task-1,erikrom,erikrom,3,Exercise 1.3 -- Sum,CLOSED,2025-09-02T17:24:17Z
erikrom-task-1,erikrom,erikrom,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T17:10:23Z
erikrom-task-1,erikrom,erikrom,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T16:46:33Z
kaj4-task-1,kaj4,kaj4,5,Exercise 1.5 -- Average,CLOSED,2025-09-02T13:00:29Z
kaj4-task-1,kaj4,kaj4,4,Exercise 1.4 -- Difference,CLOSED,2025-09-02T12:54:50Z
kaj4-task-1,kaj4,kaj4,3,Exercise 1.3 -- Sum,CLOSED,2025-09-02T12:48:40Z
kaj4-task-1,kaj4,kaj4,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T12:21:21Z
kaj4-task-1,kaj4,kaj4,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T12:13:47Z
kazan-task-1,kazan,kazan,7,Exercise 1.5 -- Average,CLOSED,2025-09-04T11:29:20Z
kazan-task-1,kazan,kazan,6,Exercise 1.4 -- Difference,CLOSED,2025-09-04T11:06:58Z
kazan-task-1,kazan,kazan,5,Exercise 1.3 -- Sum,CLOSED,2025-09-04T09:27:06Z
kazan-task-1,kazan,kazan,4,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-04T09:18:50Z
kazan-task-1,kazan,kazan,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T09:06:25Z
kazan-task-1,kazan,kazan,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-04T08:51:17Z
kazan-task-1,kazan,kazan,1,Task 1: My First Issue,CLOSED,2025-09-03T15:19:07Z
nilhal-task-1,nilhal,nilhal,3,Task 3 Sum,CLOSED,2025-09-04T10:13:29Z
nilhal-task-1,nilhal,nilhal,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T09:46:25Z
nilhal-task-1,nilhal,nilhal,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T09:45:44Z
tobwic-task-1,tobwic,tobwic,7,Exercise 1.5 -- Average,CLOSED,2025-09-02T17:24:40Z
tobwic-task-1,tobwic,tobwic,6,Exercise 1.4 -- Difference,CLOSED,2025-09-02T17:10:37Z
tobwic-task-1,tobwic,tobwic,5,Exercise 1.3 -- Sum,CLOSED,2025-09-02T17:01:37Z
tobwic-task-1,tobwic,tobwic,4,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T16:56:29Z
tobwic-task-1,tobwic,tobwic,3,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T16:18:46Z
tobwic-task-1,tobwic,tobwic,2,Finish warm-up 2,CLOSED,2025-09-02T09:05:17Z
tobwic-task-1,tobwic,tobwic,1,Finish warm-up 1,CLOSED,2025-09-02T09:05:09Z
bajlo-task-1,bajlo,bajlo,5,Exercise 1.5 -- Average,CLOSED,2025-09-03T19:59:38Z
bajlo-task-1,bajlo,bajlo,4,Exercise 1.4 -- Difference,CLOSED,2025-09-03T19:57:52Z
bajlo-task-1,bajlo,bajlo,3,Exercise 1.3 -- Sum,CLOSED,2025-09-03T19:55:01Z
bajlo-task-1,bajlo,bajlo,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T19:52:17Z
bajlo-task-1,bajlo,bajlo,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T19:50:06Z
lihanl-task-1,lihanl,lihanl,5,Exercise 1.5 -- Average,CLOSED,2025-09-04T08:22:58Z
lihanl-task-1,lihanl,lihanl,4,Exercise 1.4 -- Difference,CLOSED,2025-09-04T08:22:51Z
lihanl-task-1,lihanl,lihanl,3,Exercise 1.3 -- Sum,CLOSED,2025-09-04T08:22:40Z
lihanl-task-1,lihanl,lihanl,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T07:47:29Z
lihanl-task-1,lihanl,lihanl,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T19:22:51Z
teovg-task-1,teovg,teovg,12,Exercise 1.5 -- Average,CLOSED,2025-09-03T14:52:46Z
teovg-task-1,teovg,teovg,11,Exercise 1.4 -- Difference,CLOSED,2025-09-03T14:52:34Z
teovg-task-1,teovg,teovg,10,Exercise 1.3 -- Sum,CLOSED,2025-09-03T14:52:18Z
teovg-task-1,teovg,teovg,9,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T14:50:54Z
teovg-task-1,teovg,teovg,8,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T14:46:54Z
teovg-task-1,teovg,teovg,7,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T14:44:16Z
teovg-task-1,teovg,teovg,6,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T14:35:40Z
teovg-task-1,teovg,teovg,5,Task 1 Error: etc. is spelt as et c in multiple places,OPEN,2025-09-03T13:44:27Z
teovg-task-1,teovg,teovg,4,Task 1 Error: grammatically spelt as gramatically,OPEN,2025-09-03T08:53:30Z
teovg-task-1,teovg,teovg,3,Task 1: My first issue,OPEN,2025-09-03T08:42:19Z
teovg-task-1,teovg,teovg,2,Task 1 Error: Arithmetic misspelled as arihmetic,OPEN,2025-09-03T08:39:19Z
teovg-task-1,teovg,teovg,1,"Task 1 Error: carefully is misspelled as ""carefuly""",OPEN,2025-09-03T08:35:48Z
axelbjor-task-1,axelbjor,axelbjor,1,Task 1: README.md nt pushing new code,CLOSED,2025-09-03T15:24:18Z
kajus-task-1,kajus,kajus,2,Exercise 1.2 - 1.5,CLOSED,2025-09-02T09:35:16Z
kajus-task-1,kajus,kajus,1,Warmup 1 and Exercise 1.1,CLOSED,2025-09-02T07:38:26Z
janusson-task-1,janusson,janusson,2,Exercise 1.2 -- Arithmetic.java!,OPEN,2025-09-04T17:17:55Z
janusson-task-1,janusson,janusson,1,"Exercise 1.1 -- Hello, World!",OPEN,2025-09-04T17:15:49Z
elsai-task-1,elsai,elsai,6,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T14:44:33Z
elsai-task-1,elsai,elsai,5,Exercise 1.5 -- Average,CLOSED,2025-09-03T14:42:55Z
elsai-task-1,elsai,elsai,4,Exercise 1.4 -- Difference,CLOSED,2025-09-03T14:42:50Z
elsai-task-1,elsai,elsai,3,Exercise 1.3 -- Sum,CLOSED,2025-09-03T14:42:41Z
elsai-task-1,elsai,elsai,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T13:54:56Z
elsai-task-1,elsai,elsai,1,Task 1: My first issue,CLOSED,2025-09-03T10:35:03Z
mbd-task-1,mbd,mbd,6,Task 1 Error: README.md spelling errors etc.,CLOSED,2025-09-02T13:23:21Z
mbd-task-1,mbd,mbd,5,Exercise 1.5 -- Average,CLOSED,2025-09-02T12:58:33Z
mbd-task-1,mbd,mbd,4,Exercise 1.4 -- Difference,CLOSED,2025-09-02T12:46:55Z
mbd-task-1,mbd,mbd,3,Exercise 1.3 -- Sum,CLOSED,2025-09-02T12:37:58Z
mbd-task-1,mbd,mbd,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T12:32:57Z
mbd-task-1,mbd,mbd,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T12:28:28Z
hfahlin-task-1,hfahlin,hfahlin,6,Exercise 1.5 -- Average,CLOSED,2025-09-04T10:38:54Z
hfahlin-task-1,hfahlin,hfahlin,5,Exercise 1.4 -- Difference,CLOSED,2025-09-04T10:24:17Z
hfahlin-task-1,hfahlin,hfahlin,4,Exercise 1.3 -- Sum,CLOSED,2025-09-04T10:17:22Z
hfahlin-task-1,hfahlin,hfahlin,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T09:12:11Z
hfahlin-task-1,hfahlin,hfahlin,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-04T09:07:23Z
hfahlin-task-1,hfahlin,hfahlin,1,Filled in docs document ,CLOSED,2025-09-04T07:29:12Z
pfu-task-1,pfu,pfu,2,Exercise 1.2 -- Arithmetic.java!,OPEN,2025-09-04T20:56:41Z
pfu-task-1,pfu,pfu,1,"Exercise 1.1 -- Hello, World!",OPEN,2025-09-04T20:53:12Z
josjer-task-1,josjer,josjer,5,Exercise 1.5 -- Average,CLOSED,2025-09-04T14:46:07Z
josjer-task-1,josjer,josjer,4,Exercise 1.4 -- Difference,CLOSED,2025-09-04T14:45:55Z
josjer-task-1,josjer,josjer,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T14:45:28Z
josjer-task-1,josjer,josjer,2,* program stillin wrong directory,CLOSED,2025-09-04T12:46:41Z
josjer-task-1,josjer,josjer,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T15:32:18Z
neojc-task-1,neojc,neojc,1,Task 1: My first issue,CLOSED,2025-09-04T08:21:33Z
antonlen-task-1,antonlen,antonlen,7,The average function is not correct,CLOSED,2025-09-02T12:59:06Z
antonlen-task-1,antonlen,antonlen,6,Exercise 1.5 -- Average,CLOSED,2025-09-02T12:17:46Z
antonlen-task-1,antonlen,antonlen,5,Exercise 1.4 -- Difference,CLOSED,2025-09-02T12:16:57Z
antonlen-task-1,antonlen,antonlen,4,Exercise 1.3 -- Sum,CLOSED,2025-09-02T12:15:15Z
antonlen-task-1,antonlen,antonlen,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T12:15:03Z
antonlen-task-1,antonlen,antonlen,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T12:08:00Z
antonlen-task-1,antonlen,antonlen,1,Answer questions in README.md,CLOSED,2025-09-02T12:00:05Z
hstorm-task-1,hstorm,hstorm,5,Exercise 1.5 -- Average,CLOSED,2025-09-04T09:15:45Z
hstorm-task-1,hstorm,hstorm,4,Exercise 1.4 -- Difference,CLOSED,2025-09-04T08:47:10Z
hstorm-task-1,hstorm,hstorm,3,Exercise 1.3 -- Sum,CLOSED,2025-09-04T08:46:16Z
hstorm-task-1,hstorm,hstorm,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T11:24:19Z
hstorm-task-1,hstorm,hstorm,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T08:19:28Z
timfor-task-1,timfor,timfor,7,Add main to Arithmetic ,CLOSED,2025-09-04T11:45:27Z
timfor-task-1,timfor,timfor,6,Update README,CLOSED,2025-09-03T20:16:31Z
timfor-task-1,timfor,timfor,5,Exercise 1.5 -- Average,CLOSED,2025-09-03T20:11:34Z
timfor-task-1,timfor,timfor,4,Exercise 1.4 -- Difference,CLOSED,2025-09-03T20:09:39Z
timfor-task-1,timfor,timfor,3,Exercise 1.3 -- Sum,CLOSED,2025-09-03T20:08:07Z
timfor-task-1,timfor,timfor,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T20:04:14Z
timfor-task-1,timfor,timfor,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T19:59:45Z
saksberg-task-1,saksberg,saksberg,6,#6 Check all tasks are done,CLOSED,2025-09-04T10:33:24Z
saksberg-task-1,saksberg,saksberg,5,#5 Exercise 1.5 -- Average,CLOSED,2025-09-04T10:08:02Z
saksberg-task-1,saksberg,saksberg,4,#4 Exercise 1.4 -- Difference,CLOSED,2025-09-04T09:55:18Z
saksberg-task-1,saksberg,saksberg,3,#3 Exercise 1.3 -- Sum,CLOSED,2025-09-04T09:49:28Z
saksberg-task-1,saksberg,saksberg,2,#2 Exercise 1.2 -- Arithmetic.java,CLOSED,2025-09-03T09:54:47Z
saksberg-task-1,saksberg,saksberg,1,"#1 Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T09:36:11Z
louisete-task-1,louisete,louisete,5,Exercise 1.5 -- Average,CLOSED,2025-09-03T15:14:21Z
louisete-task-1,louisete,louisete,4,Exercise 1.4 -- Difference,CLOSED,2025-09-03T15:14:13Z
louisete-task-1,louisete,louisete,3,Exercise 1.3 -- Sum,CLOSED,2025-09-03T15:14:02Z
louisete-task-1,louisete,louisete,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T15:13:49Z
louisete-task-1,louisete,louisete,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-03T15:13:23Z
ludw-task-1,ludw,ludw,4,computer is bad,OPEN,2025-09-04T12:54:03Z
ludw-task-1,ludw,ludw,3,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T12:15:46Z
ludw-task-1,ludw,ludw,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T12:15:27Z
ludw-task-1,ludw,ludw,1,My ssh doesn't work,CLOSED,2025-09-02T10:59:32Z
francesh-task-1,francesh,francesh,1,Task 1: My first issue,OPEN,2025-09-03T18:12:51Z
leock-task-1,leock,leock,1,Task 1: My first issue,CLOSED,2025-09-02T20:06:08Z
thlk-task-1,thlk,thlk,7,"""Task 1: My first issue"".",CLOSED,2025-09-05T07:21:33Z
thlk-task-1,thlk,thlk,6,Exercise 1.5 -- Average,CLOSED,2025-09-02T07:59:08Z
thlk-task-1,thlk,thlk,5,Exercise 1.5 -- Average,CLOSED,2025-09-02T07:52:51Z
thlk-task-1,thlk,thlk,4,Exercise 1.4 -- Difference,CLOSED,2025-09-02T07:51:26Z
thlk-task-1,thlk,thlk,3,Exercise 1.3 -- Sum,CLOSED,2025-09-02T07:34:20Z
thlk-task-1,thlk,thlk,2,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-02T07:27:10Z
thlk-task-1,thlk,thlk,1,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T07:18:45Z
milokr-task-1,milokr,milokr,6,Exercise 1.5 -- Average,OPEN,2025-09-02T07:45:12Z
milokr-task-1,milokr,milokr,5,Exercise 1.4 -- Difference,OPEN,2025-09-02T07:45:03Z
milokr-task-1,milokr,milokr,4,Exercise 1.3 -- Sum,OPEN,2025-09-02T07:35:20Z
milokr-task-1,milokr,milokr,3,Exercise 1.2 -- Arithmetic.java!,OPEN,2025-09-02T07:35:15Z
milokr-task-1,milokr,milokr,2,"Exercise 1.1 -- Hello, World!",CLOSED,2025-09-02T07:14:19Z
milokr-task-1,milokr,milokr,1,Task 1: My first issue,OPEN,2025-09-02T07:14:14Z
sixteno-task-1,sixteno,sixteno,4,Exercise 1.5 -- Average,CLOSED,2025-09-03T14:53:23Z
sixteno-task-1,sixteno,sixteno,3,Exercise 1.4 -- Difference,CLOSED,2025-09-03T14:51:55Z
sixteno-task-1,sixteno,sixteno,2,Exercise 1.3 -- Sum,CLOSED,2025-09-03T14:49:48Z
sixteno-task-1,sixteno,sixteno,1,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-03T14:45:41Z
rasnord-task-1,rasnord,rasnord,1,Plan,CLOSED,2025-09-03T18:14:56Z
awahren-task-1,awahren,awahren,7,Exercise 1.5 -- Average,CLOSED,2025-09-04T21:54:03Z
awahren-task-1,awahren,awahren,6,Exercise 1.4 -- Difference,CLOSED,2025-09-04T21:34:46Z
awahren-task-1,awahren,awahren,5,Exercise 1.3 -- Sum,CLOSED,2025-09-04T21:31:32Z
awahren-task-1,awahren,awahren,4,Exercise 1.2 -- Arithmetic.java!,CLOSED,2025-09-04T19:49:41Z
awahren-task-1,awahren,awahren,3,Exercise 1.1 HELLOWORLD,CLOSED,2025-09-03T21:05:56Z
awahren-task-1,awahren,awahren,2,HE HE HE ,CLOSED,2025-09-03T21:04:50Z
awahren-task-1,awahren,awahren,1,Warmup 1,CLOSED,2025-09-03T15:07:33Z
morrish-task-1,morrish,morrish,1,"Exercise 1.1 -- Hello, World!",OPEN,2025-09-03T20:54:40Z
dalindk-task-1,dalindk,dalindk,7,Add tests to Arithmetic.java,CLOSED,2025-09-03T08:49:54Z
dalindk-task-1,dalindk,dalindk,6,Fix sum-method,CLOSED,2025-09-03T08:43:54Z
dalindk-task-1,dalindk,dalindk,5,Exercise 1.5 -- Average,CLOSED,2025-09-03T08:21:25Z
dalindk-task-1,dalindk,dalindk,4,Exercise 1.4 -- Difference,CLOSED,2025-09-03T08:20:41Z
